生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_005339,黄褐斑**,huang_he_ban,黄褐斑**,common_phase,脾虚湿蕴,脾失健运,斑色灰褐；状如尘土附着；疲乏无力；舌质淡胖边有齿痕；脉濡或细,口苦咽干；烦躁不安；胸胁胀满；五心烦热；面色晦暗,参苓白术散加味,白扁豆7.5g；人参1g；党参12g；炒白术12g；茯苓15g；山药15g,"+月经量少色淡：当归12g；+其他：茺蔚子12g；+其他：鸡血藤15g 红花6g 益母草15g；+情志抑郁、胁肋胀痛：柴胡6g；+其他：香附9g；+口渴便秘、斑色偏赤：生地黄12g；+其他：赤芍12g；+面部浮肿,眼袋明显：冬瓜皮15g；+其他：泽泻12g；+腹胀腹泻腹痛：木香6g；+其他：厚朴9g",脾失健运,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_070-01-03,原始库直入；结构抽样复核
PROD_005340,黑棘皮病**,hei_ji_pi_bing,黑棘皮病**,common_phase,痰瘀阻滞,瘀血阻滞,局部皮肤增厚；小便黄；大便 黏腻；舌暗红或淡红；脉弦涩,皮肤干燥粗糙；伴纳差；乏力,二陈汤合血府逐瘀汤,陈皮12g；清半夏9g；茯苓15g；炙甘草6g；当归12g；生地20g；桃仁9g；红花6g；枳壳9g；赤芍9g,+胰岛素抵抗明显（空腹胰岛素>15 µIU/mL）：葛根15g；+体胖多油：侧柏叶12g；+其他：焦山楂10g；+月经不畅：益母草10g；+其他：桃仁10g,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_123-01-01,原始库直入；结构抽样复核
PROD_005341,黑棘皮病**,hei_ji_pi_bing,黑棘皮病**,common_phase,脾肾两虚,肾精亏虚,皮肤干燥粗糙；伴纳差；乏力；舌淡胖大；脉细,局部皮肤增厚；小便黄；大便 黏腻,健脾丸合二仙汤,人参9g；白术12g；茯苓15g；炙甘草6g；山楂12g；神曲9g；麦芽12g；山药15g；肉豆蔻9g；其余药味:木香6g砂仁9g,+伴轻度浮肿：茯苓皮15g；+气短乏力明显：黄芪20g；+畏寒：桂枝6g；+其他：细辛3g,肾精不足，髓海失充，清窍失养,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_123-01-02,原始库直入；结构抽样复核
PROD_005342,鼻,bi,鼻,common_phase,肺气虚寒,表寒/风寒束表；气虚失固/推动无力,鼻痒；喷嚏频频突发；流清涕；鼻塞；嗅觉减退；畏风怕冷；自汗；气短懒言；语声 低怯；面色苍白；或见咳嗽痰稀；鼻黏膜淡红或苍白；下鼻甲肿大；鼻道水样分泌物；舌质偏淡 或淡红；苔薄白；脉虚弱；指纹淡红；本证多发于寒冷季节；肺气虚损；卫表不固；风寒异气乘虚而入；故鼻痒遇寒而 发；邪正相搏；则喷嚏频频；肺失通调；气不摄津；则涕清如水；肺气虚弱；则气短懒言；肺卫不固；腠理疏松；故畏风怕冷；舌质淡；脉虚弱为肺气虚 寒之征,,温肺止流丹(《辨证录》)加减,[待补充],"+常用药：党参、黄芪、白术、防风、桂枝、荆芥、细辛、苍耳子、辛夷、白芷、甘草。；+加减：鼻痒甚者,加蝉蜕、乌梅；+其他：喷嚏多者,加蒺藜、五味子；+其他：流涕多者,加苍术、鱼脑 石；+其他：畏风寒者,加麻黄、干姜；+其他：多汗者,加龙骨、牡蛎。",表寒/风寒束表；气虚失固/推动无力,气道黏膜炎症、分泌物增多或感染后气道敏感相关,PEDS_SYN_57f5f1c18d75,可进入候选库
PROD_005343,鼻,bi,鼻,common_phase,肺经伏热,肺热壅盛,鼻痒；喷嚏频频突发；流清涕或黏稠涕；鼻 塞；嗅觉减退；可伴有咳嗽；咽痒；口干 烦热；或见鼻衄；鼻黏膜色红；鼻甲肿胀；鼻腔干燥；咽红；舌质红；苔黄；脉数；指纹淡紫；邪热久郁肺经；肺失清肃；又复感温热邪气；两邪相搏则发为鼻痒；喷嚏；邪热 迫津外泄则流清涕或黏稠涕；邪热煎熬津液；故口干烦热；脉数为肺热之征,,辛夷清肺饮(《医宗金鉴》)加减,[待补充],"+常用药：辛夷、黄芩、栀子、麦冬、百合、石膏、知母、甘草、枇杷叶、菊花、薄荷。；+加减：外感风邪者,加防风、白芷；+其他：鼻痒喷嚏者,加蒺藜、徐长卿；+其他：鼻流浊涕者,加黛蛤 散、苍术；+其他：鼻流脓涕者,加胆南星、鱼腥草、龙胆；+其他：鼻干无涕者,去石膏、知母,加南沙参、黄 精、乌梅、五味子；+其他：咽痒者,加蝉蜕、牛蒡子；+其他：咽红肿者,加金银花、败酱草；+其他：咳嗽者,加桔 梗、前胡。",肺热壅盛,气道黏膜炎症、分泌物增多或感染后气道敏感相关,PEDS_SYN_534f0d237c48,可进入候选库
PROD_005344,鼻,bi,鼻,common_phase,肺肾两虚,表寒/风寒束表；阳气不足/温煦失司,鼻痒；喷嚏频频突发；流清涕；鼻塞；嗅觉减退；面色觥白；形寒肢冷；腰膝酸软；神疲倦怠；小便清长；鼻黏膜苍白；鼻道水样分泌物；舌质淡；苔白；脉沉细；指纹沉淡；肾阳不足；温煦失职；风寒异气易从口鼻；肌表入侵；则发鼻痒；正邪相争；故 喷嚏频频；肾阳虚弱；气化失职；寒水上泛；津停鼻窍；故鼻塞；清涕如水；形寒肢 冷；脉沉细等均为肾阳虚之征,,肾气丸,干地黄（24g）；署预（12g）；泽泻（9g）；桂枝（3g）；牡丹皮（9g）；附子（3g）,"+常用药：地黄、山药、山茱萸、茯苓、泽泻、牡丹皮、肉桂、附子、细辛、苍耳子、辛夷。；+加减：大便溏薄者,加肉豆蔻、补骨脂；+其他：小便清长者,加益智、乌药；+其他：鼻痒多嚏者,加乌 梅、五味子；+其他：清涕长流者,加苍术、桂枝；+其他：畏风易感者,加黄芪、白术、防风；+其他：多汗者,加龙 骨、牡蛎。",表寒/风寒束表；阳气不足/温煦失司,需结合M1诊断、严重度和红旗信号判断,PEDS_SYN_b8a4b1062ee9,可进入候选库
PROD_005345,鼻,bi,鼻,common_phase,肺脾气虚,表寒/风寒束表；气虚失固/推动无力,鼻痒；喷嚏频频突发；流清涕；鼻塞；嗅觉减退；面色萎黄；食少纳呆；消瘦；腹 胀；大便溏薄；四肢倦怠乏力；鼻黏膜淡红或苍白；下鼻甲肿大；鼻道水样分泌物；舌淡胖；苔 薄白；脉弱；指纹淡；脾气虚弱；化生不足；鼻窍失养；风寒异气乘虚而入；则鼻痒；正气格邪外出；则喷嚏频频；脾不运湿；停聚鼻窍；故鼻塞；脾失健运；输布失职；则脘腹胀满；大便 溏薄；四肢倦怠；脉弱均为气虚之征,,补中益气汤,黄苠（18g）；甘草（9g）；人参（6g）；当归（3g）；橘皮不（6g）；升麻（6g）；柴胡（6g）,"+常用药：黄芪、白术、防风、党参、茯苓、甘草、升麻、陈皮、柴胡、辛夷、白芷。；+加减：大便溏薄者,加葛根、芡实；+其他：畏风恶寒者,加桂枝、川芎；+其他：清涕如水量多者,加苍 术、干姜；+其他：脘腹饱胀者,加砂仁、木香；+其他：食欲不振者,加山楂、谷芽。",表寒/风寒束表；气虚失固/推动无力,消化道动力、炎症、黏膜屏障或菌群相关,PEDS_SYN_1d848bb36ade,可进入候选库
PROD_005346,鼻出血**,bi_chu_xie,鼻出血**,acute_phase,心火亢盛,[待补充],身热口渴；鼻黏膜红赤；心烦失眠；口舌生疮；脉数,,泻心汤化裁,半夏12g；干姜9g；人参9g；大枣12g；炙甘草9g；生大黄6g；黄芩9g；黄连9g,"+心火上炎,引热下行：淡竹叶9g；+其他：灯心草3g；+心烦不寐口舌生疮：生地20g；+其他：木通9g；+其他：莲子心6g",[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-02-01,原始库直入；结构抽样复核
PROD_005347,鼻出血**,bi_chu_xie,鼻出血**,common_phase,气不摄血,气虚失固/摄血无权,鼻衄常发；色淡红；鼻黏膜色淡；舌淡苔白；脉缓弱,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；鼻黏膜色深红而干；或齿龈红肿糜烂出血,归脾汤化裁,人参6g；党参10g；炒白术12g；黄芪15g；茯神20g；龙眼肉20g,"+脾阳虚衰,中气下陷：炮姜6g；+其他：升麻6g",气虚不摄，血失统摄而外溢,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-01-07,原始库直入；结构抽样复核
PROD_005348,鼻出血**,bi_chu_xie,鼻出血**,common_phase,肝火上炎,肝火上扰,鼻黏膜色深红；口苦咽干；鼻衄暴发；舌质红；脉弦数,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；鼻黏膜色深红而干；或齿龈红肿糜烂出血,龙胆泻肝汤化裁,龙胆草12g；栀子9g；黄芩6g；柴胡9g；泽泻10g；木通6g；车前子12g,"+清泻上炎之火：黄连9g；+口干甚：麦冬12g；+其他：玄参12g；+其他：知母9g 葛根20g；+大便秘结：生大黄6g；+其他：芦荟6g；+肝火暴张,血随火升：生赭石30g（先煎）；+其他：钩藤12g（后下）；+阴虚内热,手足心热：玄参20g；+其他：龟甲15g；+其他：地骨皮10g 知母10g",肝火上扰,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-01-03,原始库直入；结构抽样复核
PROD_005349,鼻出血**,bi_chu_xie,鼻出血**,common_phase,肝阳上亢,肝阳上亢/风阳上扰,面红目赤；鼻衄；暴怒伤肝；舌质干红少苔；脉数或滑数,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；鼻黏膜色深红而干；或齿龈红肿糜烂出血,豢龙汤化裁,羚羊角1g（冲）；牡蛎12g；石斛9g；麦冬4.5g；南沙参12g；川贝6g（研末）,"+水不涵木,阴虚阳浮：生龟板15g（先煎）；+其他：白芍12g",肝肾阴亏，肝阳偏亢，上扰清窍,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-01-04,原始库直入；结构抽样复核
PROD_005350,鼻出血**,bi_chu_xie,鼻出血**,common_phase,肺经风热（风热犯肺）,风热犯表/肺卫不宣,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；舌质红；脉数或浮数,鼻黏膜色深红而干；或齿龈红肿糜烂出血；鼻黏膜色深红；口苦咽干；鼻衄暴发,桑菊饮化裁,桑叶12g；菊花9g；薄荷6g（后下）；连翘9g；杏仁9g；桔梗9g；丹皮9g,"+肺热盛而无表证：黄芩9g；+其他：栀子6g；+热伤血络,出血较著：藕节15g；+其他：黄芩炭9g；+阴伤甚,口鼻咽干：玄参10g；+其他：麦冬10g；+其他：生地黄15g",风热犯表/肺卫不宣,气道黏膜炎症、分泌物增多或感染后气道敏感相关,ORIG_ORAL_240-01-01,原始库直入；结构抽样复核
PROD_005351,鼻出血**,bi_chu_xie,鼻出血**,common_phase,肺肾阴虚,阴液亏虚/虚热内生,咳嗽少痰；大便干等症；午后颤红；口干舌燥；脉细数,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；鼻黏膜色深红而干；或齿龈红肿糜烂出血,百合固金汤化裁,百合15g；生地20g；熟地15g；麦冬12g；玄参12g；当归15g,"+肝肾阴虚,水不涵木致血不循经：旱莲草15g；+其他：女贞子12g",阴液亏虚/虚热内生,气道黏膜炎症、分泌物增多或感染后气道敏感相关,ORIG_ORAL_240-01-06,原始库直入；结构抽样复核
PROD_005352,鼻出血**,bi_chu_xie,鼻出血**,common_phase,胃热炽盛,胃热内盛,鼻黏膜色深红而干；或齿龈红肿糜烂出血；鼻中出血；舌质红；脉洪数或滑数,鼻腔干燥灼热感；咳嗽痰少；鼻黏膜色深红；口苦咽干；鼻衄暴发,回春凉膈散化裁,连翘12g；黄芩10g；栀子10g；薄荷6g（后下）；生甘草6g；竹叶6g,"+便秘：生大黄6g；+其他：芒硝6g（分冲）；+胃火炽盛,血热津伤：生石膏30g（先煎）；+其他：知母9g；+热甚伤津：麦冬15g；+其他：玄参12g；+其他：白茅根20g；+引血下行,釜底抽薪：牛膝12g；+热势甚：赤芍9g；+其他：丹皮9g；+其他：石膏15g",胃热内盛,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-01-02,原始库直入；结构抽样复核
PROD_005353,鼻出血**,bi_chu_xie,鼻出血**,common_phase,阴虚火旺,阴液亏虚/虚热内生,或颧红盗汗；鼻黏膜色淡红而干嫩；鼻衄色红；舌红少苔；脉细数,鼻腔干燥灼热感；鼻中出血；咳嗽痰少；鼻黏膜色深红而干；或齿龈红肿糜烂出血,知柏地黄汤化裁,知母9g；黄柏9g；熟地20g；酒萸肉15g；山药20g；丹皮12g,"+虚火灼络,血热不止 +：地骨皮12g；+其他：青蒿9g（后下）；+滋补肝肾,养血：旱莲草20g；+其他：阿胶9g；+收敛止血：藕节12g；+其他：仙鹤草20g；+其他：白及9g（研末）",阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_240-01-05,原始库直入；结构抽样复核
PROD_005354,鼻创伤**,bi_chuang_shang,鼻创伤**,common_phase,气虚阳脱,气虚失固/推动无力,鼻伤后大衄不止而见面色苍白；血压下降；舌质淡；脉微欲绝,局部有出血或疼痛；轻鼻部表皮擦伤；重皮肉破损撕裂；鼻部疼痛触痛或肿胀；鼻骨骨折,独参汤,人参30g；人参12g；麦冬12g；五味子3g；制附片12g（先煎半小时）；煅龙骨20g；煅牡蛎12g,,气虚失固/推动无力,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_241-02-03,原始库直入；结构抽样复核
PROD_005355,鼻创伤**,bi_chuang_shang,鼻创伤**,common_phase,皮肉破损,[待补充],局部有出血或疼痛；轻鼻部表皮擦伤；重皮肉破损撕裂；舌象原表未列明（需复核）；脉象原表未列明（需复核）,鼻部疼痛触痛或肿胀；鼻骨骨折；可形成皮下气肿；鼻伤后大衄不止而见面色苍白；血压下降,桃红四物汤,桃仁6g；红花6g；川芎9g；当归9g；熟地黄15g；白芍15g,+出血：仙鹤草15g；+其他：白及9g（研末）；+其他：栀子炭9g 三七粉6g（冲）；+染毒而见伤口边缘红肿：野菊花12g；+其他：金银花12g；+其他：蒲公英15g 紫花地丁9g 天葵子15g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_241-02-01,原始库直入；结构抽样复核
PROD_005356,鼻创伤**,bi_chuang_shang,鼻创伤**,common_phase,证型,[待补充],鼻部疼痛触痛或肿胀；鼻骨骨折；可形成皮下气肿；舌质暗紫；脉涩,局部有出血或疼痛；轻鼻部表皮擦伤；重皮肉破损撕裂；鼻伤后大衄不止而见面色苍白；血压下降,活血止痛汤,乳香6g；没药12g,+有出血：仙鹤草9g；+其他：白及9g（研末）；+其他：栀子炭9g 桃仁5g 红花2.5g 当归5g 川芎2.5g 白芍5g 熟地黄5g；+中期：红花9g；+后期：人参9g；+其他：茯苓15g；+其他：炙甘草6g 当归12g 五加皮15g 血竭9g 没药6g 丁香9g 骨碎补12g 五味子3g,[待补充],运动系统结构损伤/退变/炎症或神经血管风险相关,ORIG_ORAL_241-02-02,原始库直入；结构抽样复核
PROD_005357,鼻创伤**,bi_chuang_shang,鼻创伤**,acute_phase,鼻伤瘀肿,瘀血阻滞,岀现发热局部疼痛加重；鼻部肿胀；则形成脓肿；舌质紫暗；脉弦涩,,桃红四物汤,桃仁6g；红花6g；川芎9g；当归9g；熟地黄15g；白芍15g；香附12g；延胡索10g；丹皮12g,+和血止痛：香附6g；+其他：延胡索12g；+其他：丹皮9g；+血肿染毒：野菊花12g；+其他：金银花12g；+其他：蒲公英15g 紫花地丁9g 天葵子15g,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_241-01-01,原始库直入；结构抽样复核
PROD_005358,鼻创伤**,bi_chuang_shang,鼻创伤**,remission_phase,鼻伤衄血,[待补充],甚则出现面色苍白；鼻部受伤后鼻孔内流血；为各类鼻损伤的常见症状；舌象原表未列明（需复核）；脉微欲绝,,十灰散,大蓟15g；小蓟12g；荷叶12g；侧柏叶9g；白茅根12g；茜草根10g；栀子10g；生大黄6g；牡丹皮15g；棕榈皮10g,+失血过多：制首乌12g；+其他：生地20g；+其他：桑椹12g 当归15g 黄精9g,[待补充],运动系统结构损伤/退变/炎症或神经血管风险相关,ORIG_ORAL_241-03-01,原始库直入；结构抽样复核
PROD_005359,鼻前庭湿疹**,bi_qian_ting_shi_zhen,鼻前庭湿疹**,acute_phase,肺经风热，湿邪侵鼻,风热犯表/肺卫不宣,检查见鼻前庭及其上唇交界处皮肤潮红；微发热；口干；舌质略红；脉浮数,,消风清热饮,荆芥9g；防风12g；浮萍6g；蝉蜕3g；当归15g；赤芍12g；大青叶15g；黄芩9g,"+风盛痒著,瘙痒剧烈：蝉蜕3g；+其他：白鲜皮12g；+湿重而糜烂明显：土茯苓15g；+其他：苦参12g；+其他：黄柏6g 地肤子15g；+小儿疳热：使君子9g；+其他：槟榔6g",风热犯表/肺卫不宣,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_231-01-01,原始库直入；结构抽样复核
PROD_005360,鼻前庭湿疹**,bi_qian_ting_shi_zhen,鼻前庭湿疹**,remission_phase,邪热久稽，血虚鼻燥,营血不足,口干咽燥；或有干痂或脓痂；大便干结；舌质红；脉细数,,四物消风饮,生地黄15g；当归9g；赤芍12g；荆芥9g；薄荷6g；蝉蜕3g；柴胡9g；川芎9g；黄芩9g；其余药味:生甘草6g白鲜皮12g,,营血不足,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_231-02-01,原始库直入；结构抽样复核
PROD_005361,鼻前庭炎**,bi_qian_ting_yan,鼻前庭炎**,common_phase,肺经蕴热,[待补充],则出现鼻部红肿疼痛；内外邪热结聚于鼻；肺经蕴热；舌质红苔黄脉数为热象,小便黄浊；鼻前孔及周围肌肤糜烂渗液结痂瘙痒；甚可侵及鼻翼及口唇；伴口干咽燥；鼻前孔及周围干燥瘙痒或灼痛,黄芩汤,黄芩9g；栀子12g；桑白皮12g；薄荷6g；荆芥穗6g；赤芍12g；麦冬12g；桔梗6g；生甘草6g,"+大便秘结：瓜蒌仁20g；+其他：生大黄6g；+热毒壅盛,灼热痛甚：黄连9g；+其他：丹皮9g；+红肿甚：大青叶15g；+其他：板蓝根12g",[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_230-01-01,原始库直入；结构抽样复核
